"Поисковая фраза","Поисковая система","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте"
"санкционный список сша сегодня полный список","Яндекс","2","2","0.0","1.0","00:01:34"
"санкционный список физ лиц на сегодня","Яндекс","2","2","0.0","3.0","00:00:35"
"санкционных списках","Яндекс","2","2","0.0","1.0","00:01:15"
"сколько американских компаний работает в россии на 20.03.2024","Яндекс","2","1","1.0","1.0","00:00:00"
"смарт бэттериз санкции","Яндекс","2","2","0.0","1.0","00:00:15"
"списки санкционных компаний европы","Яндекс","2","1","0.0","1.5","00:01:12"
"списки санкционных лиц 2024","Яндекс","2","2","0.0","2.0","00:00:40"
"список ofac","Яндекс","2","2","0.5","1.0","00:00:14"
"список ofac на русском","Яндекс","2","2","0.5","1.0","00:00:21"
"список американских санкций компании","Яндекс","2","1","0.0","2.0","00:00:53"
"список банков под санкциями на сегодня 2024","Яндекс","2","2","0.5","1.5","00:00:25"
"список заводов под санкциями","Яндекс","2","2","0.0","1.0","00:00:31"
"список компании под санкциями список 2024","Яндекс","2","2","0.0","1.0","00:03:56"
"список компаний в отношении которых введены санкции","Яндекс","2","2","0.0","2.0","00:08:55"
"список компаний в санкциях","Яндекс","2","2","0.0","1.0","00:00:32"
"список компаний под санкциями 2023","Яндекс","2","2","0.0","1.0","00:03:26"
"список компаний под санкциями 2024 российских","Яндекс","2","2","0.0","1.5","00:03:21"
"список компаний под санкциями в россии","Яндекс","2","2","0.5","1.0","00:00:39"
"список компаний попавших под действие санкций в сша по миру","Яндекс","2","1","0.5","1.0","00:00:07"
"список компаний попавших под санкции сегодня","Яндекс","2","2","0.5","1.0","00:04:04"
"список компаний попавших под санкции сша 2024","Яндекс","2","2","0.0","1.0","00:01:31"
"список компаний попадающих под санкции","Яндекс","2","2","0.0","3.0","00:04:09"
"список компаний рф под санкциями","Яндекс","2","2","0.0","1.0","00:00:56"
"список лиц включенных в санкционный список","Яндекс","2","2","0.0","1.5","00:06:23"
"список лиц под санкциями 2024","Яндекс","2","2","0.0","1.0","00:00:19"
"список организаций в санкциях ес","Яндекс","2","1","0.0","2.5","00:01:15"
"список организаций внесенных в санкционный список","Яндекс","2","2","0.0","3.5","00:10:27"
"список организаций кто попал под санкции ес","Яндекс","2","1","0.0","1.0","00:00:54"
"список организаций рф попавших под санкции","Яндекс","2","2","0.0","1.0","00:01:49"
"список предпринимателей под санкциями","Яндекс","2","1","0.5","2.5","00:04:49"
"список предприятий попавших под санкции 2024","Яндекс","2","2","0.0","1.0","00:00:51"
"список российских компаний попавших под санкции","Яндекс","2","2","0.0","1.5","00:03:21"
"список российских страховых компаний находящихся под санкциями 2024","Яндекс","2","1","0.0","2.5","00:08:05"
"список санкций","Яндекс","2","2","0.5","1.0","00:00:05"
"список санкционных банков на сегодня","Яндекс","2","2","0.5","1.0","00:00:35"
"список санкционных компании россии","Яндекс","2","1","0.0","2.5","00:02:43"
"список санкционных компаний 2024 год","Яндекс","2","2","0.0","2.5","00:15:07"
"список санкционных компаний в россии 2023","Яндекс","2","2","0.0","1.0","00:05:11"
"список санкционных компаний россии 2024","Яндекс","2","2","0.0","1.5","00:14:10"
